#Leapfrog 3D bezier polyline file (v1.2).
#Point X, Point Y, Point Z, Normal X, Normal Y, Normal Z, Control0 X, Control0 Y, Control0 Z, Control1 X, Control1 Y, Control1 Z, STangent X, STangent Y, STangent Z
28195.4975668, 46842.2488156, -240.92388064, -0.00698126029796, 0.999975630705, 6.12323399574e-17, 28195.4975668, 46842.2488156, -240.92388064, 28195.4975668, 46842.2488156, -240.92388064, -0.0129169071927, 0.99426098334, -0.106199107891
28299.5845948, 46842.9754919, -228.40447478, -0.00698126029796, 0.999975630705, 6.12323399574e-17, 28299.5845948, 46842.9754919, -228.40447478, 28299.5845948, 46842.9754919, -228.40447478, -0.0129169071927, 0.99426098334, -0.106199107891
End
28316.6965938, 46842.9985537, -261.344012506, -0.00694427700151, 0.999975888218, 0, 28316.6965938, 46842.9985537, -261.344012506, 28316.6965938, 46842.9985537, -261.344012506, 0, 1, -4.48965921698e-11
28373.6605954, 46843.394137, -213.910598284, -0.00694427700151, 0.999975888218, 0, 28373.6605954, 46843.394137, -213.910598284, 28373.6605954, 46843.394137, -213.910598284, 0, 1, -4.48965921698e-11
28435.7115833, 46843.8250467, -161.295092117, -0.00694427700151, 0.999975888218, 0, 28435.7115833, 46843.8250467, -161.295092117, 28435.7115833, 46843.8250467, -161.295092117, 0, 1, -4.48965921698e-11
End
28210.275433, 46842.3519862, 1.01094870308, -0.00698126029796, 0.999975630705, 6.12323399574e-17, 28210.275433, 46842.3519862, 1.01094870308, 28210.275433, 46842.3519862, 1.01094870308, 0.0598430346616, 0.985917602707, -0.156157906863
28267.6727258, 46842.7527014, -162.569654672, -0.00698126029796, 0.999975630705, 6.12323399574e-17, 28267.6727258, 46842.7527014, -162.569654672, 28267.6727258, 46842.7527014, -162.569654672, 0.0598430346616, 0.985917602707, -0.156157906863
28363.8519732, 46843.4241702, -408.048252057, -0.00698126029796, 0.999975630705, 6.12323399574e-17, 28363.8519732, 46843.4241702, -408.048252057, 28363.8519732, 46843.4241702, -408.048252057, 0.0598430346616, 0.985917602707, -0.156157906863
End
